,full_name,pac,sho,pas,dri,def,phy,overall
522,Júlio César Soares Espíndola,83,77,62,81,41,77,80
523,Michael Carrick,44,65,81,72,75,66,80
524,Miguel Almirón,89,74,75,81,56,61,79
525,Mikel Oyarzabal Ugarte,73,73,76,80,33,57,79
526,Francisco Soares dos Santos,85,76,59,75,43,85,79
527,Martín Campaña,82,75,72,82,44,78,79
528,Florin Andone,78,78,62,75,45,80,79
529,Marcos Acuña,84,72,78,80,57,76,79
530,Victor Lindelöf,70,48,62,61,79,79,79
531,Yoan Cardinale,78,75,75,82,46,80,79
532,Clément Lenglet,73,34,55,64,78,77,79
533,Mahmoud Dahoud,73,65,77,81,62,67,79
534,Davide Zappacosta,82,66,70,75,75,76,79
535,Nikola Maksimović,65,28,47,54,82,79,79
536,Emiliano Rigoni,86,73,76,79,43,61,79
537,Iván Marcone,49,58,70,68,76,80,79
538,Kingsley Coman,92,75,72,82,19,58,79
539,Stanislav Kritsyuk,78,79,73,81,48,76,79
540,Wylan Cyprien,79,75,77,80,73,81,79
541,Diego Javier Llorente Ríos,61,40,62,61,80,72,79
542,Anderson Souza Conceição,75,82,78,77,59,71,79
543,Leander Dendoncker,68,71,76,69,77,83,79
544,Max Meyer,72,62,77,84,35,53,79
545,José Luís Gayà Peña,86,58,75,77,75,68,79
546,Sofiane Boufal,82,71,73,86,36,43,79
547,Marco Benassi,68,70,76,77,72,77,79
548,Nicolás Tagliafico,88,55,66,76,78,72,79
549,Elseid Hysaj,81,51,66,73,77,75,79
550,João Pedro Cavaco Cancelo,92,65,75,80,73,71,79
551,Alessio Romagnoli,66,34,52,63,81,76,79
552,Óliver Torres Muñoz,71,68,78,84,58,52,79
553,Hakan Çalhanoğlu,69,80,81,78,41,56,79
554,Bertrand Traoré,88,69,72,85,37,67,79
555,Luciano Vietto,75,78,72,85,36,62,79
556,Maximilian Arnold,67,80,74,77,66,69,79
557,Serge Gnabry,90,76,71,83,43,67,79
558,Luke Shaw,82,51,71,77,76,76,79
559,Ben Davies,76,56,72,74,78,76,79
560,Edin Višća,89,79,71,82,37,58,79
561,Bernard Anício Caldeira Duarte,89,70,75,84,40,45,79
562,Daniele Baselli,70,73,79,80,63,70,79
563,Arkadiusz Milik,73,83,62,72,37,71,79
564,Juan Bernat Velasco,79,60,74,84,76,66,79
565,Willi Orban,54,34,52,58,79,78,79
566,Rubén Pardo Gutiérrez,67,68,78,79,61,60,79
567,Kurt Zouma,67,50,58,55,79,83,79
568,Christoph Kramer,53,47,69,73,76,76,79
569,José Luís Mendes Andrade,81,74,59,78,28,78,79
570,John Stones,71,35,67,71,80,77,79
571,Fernando Lucas Martins,73,65,75,67,77,75,79
572,Memphis Depay,88,77,72,82,30,77,79
573,Federico Fernández,48,28,51,50,81,76,79
574,Salif Sané,65,48,62,66,78,81,79
575,Nicola Sansone,83,80,73,83,35,67,79
576,Paul-Georges Ntep,89,74,73,83,26,72,79
577,Jeison Murillo,75,40,56,63,80,78,79
578,Gabriel Armando de Abreu,67,49,65,63,81,76,79
579,Vladimír Darida,69,74,79,81,63,62,79
580,Cédric Ricardo Alves Soares,82,67,72,76,76,72,79
581,Lorenzo Tonelli,74,31,44,59,82,75,79
582,Riccardo Saponara,75,67,79,81,33,66,79
583,Djibril Sidibé,80,67,74,75,76,79,79
584,Yevhen Konoplyanka,86,76,76,82,30,58,79
585,Lucas Digne,80,61,75,75,75,75,79
586,Francisco Alcácer García,73,78,62,76,30,63,79
587,José Vicente Gómez Umpiérrez,46,62,74,71,75,71,79
588,Emre Çolak,73,75,78,82,44,48,79
589,Nicolai Jørgensen,77,78,71,76,37,77,79
590,John Guidetti,67,81,65,76,30,75,79
591,Oriol Romeu Vidal,57,39,65,64,78,85,79
592,Manuel Agudo Durán,72,78,76,80,39,67,79
593,Bruno Martins Indi,57,42,59,57,79,81,79
594,Manolo Gabbiadini,74,81,71,78,25,70,79
595,Patrick Herrmann,87,75,74,81,35,59,79
596,Florian Lejeune,49,57,59,60,78,85,79
597,Jeffrey Bruma,65,53,63,59,78,82,79
598,Adrián San Miguel Castillo,81,76,69,83,45,75,79
599,Sergio Gontán Gallardo,79,69,78,81,43,64,79
600,Hernán Pérez,82,74,73,80,29,72,79
601,Jaume Vicent Costa Jordá,84,59,71,74,76,72,79
602,Sergio Escudero Palomo,75,56,73,71,76,73,79
603,Yunus Mallı,76,71,78,82,34,59,79
604,Sébastien Corchia,77,65,75,76,77,72,79
605,Juraj Kucka,69,73,74,76,77,89,79
606,Jeroen Zoet,80,76,77,82,50,78,79
607,Adem Ljajić,80,74,76,85,32,62,79
608,Sergio Canales Madrazo,63,71,80,78,26,50,79
609,Marwin Hitz,82,75,73,82,44,79,79
610,Mikel Balenziaga,75,49,71,71,78,77,79
611,Wilfried Bony,66,80,59,72,39,81,79
612,Iker Muniain Goñi,81,70,73,84,43,51,79
613,Benjamin Hübner,55,31,51,59,82,73,79
614,Francis Coquelin,66,52,67,75,78,80,79
615,Jonathas de Jesus Maurício,75,79,58,72,31,80,79
616,Gustavo Bou,76,78,69,78,30,73,79
617,Volkan Babacan,80,77,68,80,56,81,79
618,Seydou Doumbia,91,77,67,77,39,73,79
619,Christian Noboa,73,71,78,77,75,76,79
620,Igor Smolnikov,87,61,74,73,75,75,79
621,Maurício Santos Nascimento,69,47,54,54,79,79,79
622,Marco Fabián,72,78,77,82,36,68,79
623,Ron-Robert Zieler,74,80,70,81,48,77,79
624,Danny Drinkwater,68,67,76,77,74,77,79
625,Aleksandar Kolarov,66,69,78,75,79,78,79
626,Mariano Ferreira Filho,82,64,75,75,73,75,79
627,Sofiane Feghouli,86,71,72,83,32,61,79
628,Kyriakos Papadopoulos,62,42,49,48,78,83,79
629,Sandro Wagner,60,80,50,66,30,83,79
630,Pablo Piatti,85,71,76,81,42,56,79
631,Claudio Yacob,43,59,66,69,78,75,79
632,Angelo Ogbonna,70,40,58,60,81,76,79
633,Roberto Jiménez Gago,80,72,76,82,47,78,79
634,Nordin Amrabat,81,75,76,82,57,72,79
635,William Vainqueur,70,57,69,72,75,82,79
636,Marcelo Antônio Guedes Filho,66,48,57,61,79,82,79
637,Vitorino Pacheco Antunes,80,69,74,75,76,74,79
638,Fabricio Agosto Ramírez,78,80,79,79,61,77,79
639,Sebastian Prödl,37,36,50,40,80,81,79
640,Serdar Tasci,66,41,64,66,79,69,79
641,Fabian Johnson,87,67,76,78,70,70,79
642,Bojan Krkić Pérez,76,72,76,78,25,47,79
643,Marouane Fellaini,52,72,70,73,76,89,79
644,Pontus Wernbloom,56,67,67,67,80,85,79
645,André Ayew,75,74,75,79,56,77,79
646,David Ospina,83,71,78,84,34,77,79
647,Winston Reid,69,52,49,50,80,81,79
648,Lucas Pezzini Leiva,45,39,69,71,78,74,79
649,Zlatko Junuzović,78,74,80,81,67,74,79
650,Cristian Ansaldi,80,59,75,79,76,76,79
651,Victor Moses,83,71,72,82,70,74,79
652,Jorge Andújar Moreno,75,63,70,74,79,73,79
653,David Zurutuza,68,72,76,78,71,72,79
654,Diego Valeri,62,81,79,77,36,65,79
655,José Miguel da Rocha Fonte,43,35,52,60,79,77,79
656,Nuri Şahin,54,67,83,80,72,68,79
657,Gervais Yao Kouassi,92,69,70,81,28,63,79
658,Ryan Shawcross,49,44,52,50,80,84,79
659,Jonny Evans,65,32,59,52,80,74,79
660,Salvatore Sirigu,79,76,73,80,51,77,79
661,Asamoah Gyan,77,78,70,75,31,74,79
662,Yohan Cabaye,63,73,78,75,73,71,79
663,Danilo Larangeira,51,39,49,52,84,69,79
664,Nicolás Pareja,38,60,70,65,79,69,79
665,Ştefan Radu,72,64,65,68,84,74,79
666,David Abraham,80,56,61,52,79,77,79
667,Michael Krohn-Dehli,67,75,82,78,64,66,79
668,José Manuel Jurado Marín,70,76,80,81,29,56,79
669,Bafétimbi Gomis,68,80,65,72,41,71,79
670,Héctor Herrera,74,70,71,74,73,79,79
671,Anderson Luís da Silva,33,50,55,51,80,77,79
672,Vasiliy Berezutskiy,52,39,67,46,82,75,79
673,Igor Akinfeev,77,72,78,83,50,82,79
674,Igor Denisov,66,65,73,75,77,73,79
675,Alexandr Samedov,80,74,79,76,50,72,79
676,Xabier Prieto Argarate,48,75,84,75,46,58,79
677,Álvaro Negredo Sánchez,63,80,66,71,39,79,79
678,Andriy Pyatov,75,75,82,82,44,81,79
679,Pablo Zabaleta,61,56,70,73,81,78,79
680,Guillermo Ochoa,76,69,78,87,49,78,79
681,Willy Caballero,80,76,73,81,46,78,79
682,Vágner Silva de Souza,74,79,63,78,34,75,79
683,Michel Vorm,78,76,72,82,55,75,79
684,Daniel Baier,56,55,79,77,74,70,79
685,Heurelho Silva Gomes,81,75,60,85,51,77,79
686,René Adler,78,77,70,80,41,80,79
687,Patrice Evra,69,51,71,75,79,72,79
688,Stefano Sorrentino,80,80,65,80,37,82,79
689,Joaquín Sánchez Rodríguez,68,74,81,82,38,56,79
690,Tomáš Rosický,73,70,79,82,43,63,79
691,Gareth Barry,32,65,79,68,78,76,79
692,Emre Belözoğlu,47,73,85,76,62,69,79
693,Andrey Lunev,78,73,65,85,56,77,78
694,André Miguel Valente da Silva,81,74,62,77,44,78,78
695,Kasper Dolberg,76,79,61,77,26,69,78
696,Yeray Álvarez López,68,49,57,62,77,75,78
697,Christian Pulisic,91,68,70,84,33,56,78
698,Lucas Tousart,69,55,68,71,76,84,78
699,André Onana,83,77,84,77,63,70,78
700,Vincent Koziello,76,65,76,79,73,72,78
701,Nemanja Radoja,50,68,67,70,76,74,78
702,Valentin Rongier,61,70,74,80,73,59,78
703,Omar Al Soma,73,79,68,73,40,79,78
704,Franco Cervi,89,68,70,83,44,54,78
705,Jorge Meré Pérez,68,30,51,53,80,71,78
706,Jonathan Rodríguez Menéndez,84,72,76,77,46,66,78
707,Rick Karsdorp,87,63,72,74,73,78,78
708,Daniel Ceballos Fernández,68,61,76,81,70,64,78
709,Hirving Lozano,93,72,71,81,34,61,78
710,Raúl Michel Melo da Silva,50,55,56,56,77,83,78
711,Pau López Sabata,76,77,75,77,49,79,78
712,Matias Vecino,68,67,74,74,71,77,78
713,Antonio Sanabria,80,75,68,81,25,66,78
714,Rodrigo Battaglia,66,71,70,75,77,84,78
715,José Izquierdo,93,73,67,82,27,62,78
716,Theo Bongonda,83,70,73,81,27,51,78
717,Rúben Afonso Borges Semedo,72,52,51,64,78,82,78
718,Rafael A. Ferreira Silva,92,66,71,83,35,45,78
719,Maximilian Philipp,80,78,70,81,33,64,78
720,José Luis Morales Nogales,88,75,71,80,51,60,78
721,Ander Capa Rodríguez,86,63,69,76,72,84,78
722,Marco Sportiello,80,76,68,81,43,77,78
723,Lucas Alario,72,76,59,75,30,78,78
724,Duván Zapata,73,77,52,72,27,78,78
725,Darío Benedetto,81,79,65,74,31,72,78
726,Lisandro López,66,51,50,63,78,79,78
727,Matías Kranevitter,71,49,69,72,77,77,78
728,Alan Ruiz,62,81,80,83,34,68,78
729,Diego Laxalt,88,64,73,77,50,69,78
730,Divock Origi,83,76,68,75,31,77,78
731,Niklas Stark,77,54,66,67,79,77,78
732,Hernâni Jorge Santos Fortes,91,69,70,80,22,59,78
733,Iuri José Picanço Medeiros,79,75,78,82,29,56,78
734,Bruno Miguel Borges Fernandes,78,73,78,80,63,70,78
735,Roberto Gagliardini,70,64,73,75,75,74,78
736,Pedro Miguel Martins Santos,87,73,73,80,31,57,78
737,Carles Gil Pareja,70,69,78,80,39,55,78
738,Paulo André Rodrigues Oliveira,68,35,50,61,79,79,78
739,Alexander Szymanowski,88,72,72,78,39,62,78
740,Bruno da Silva Peres,91,67,71,80,73,75,78
741,Kevin Wimmer,57,27,61,64,79,75,78
742,Thomas Partey,77,63,69,75,75,81,78
743,Tiago Luis Volpi,83,69,62,82,58,77,78
744,Filip Kostić,88,68,72,81,32,72,78
745,Andreas Hugo Hoelgebaum Pereira,77,71,77,82,62,69,78
746,Andreas Samaris,60,65,69,70,78,84,78
747,Abdoulaye Doucouré,66,71,73,76,74,81,78
748,Guido Pizarro,60,62,71,69,74,84,78
749,Josef Martínez,89,74,63,82,26,73,78
750,Matthias Ginter,64,59,71,64,78,75,78
751,Jesse Lingard,83,74,72,81,51,67,78
752,Mitchell Weiser,84,62,75,84,72,70,78
753,Denis Cheryshev,80,74,75,79,56,67,78
754,Pedro Bigas Rigo,72,52,60,55,78,76,78
755,Dominique Heintz,62,30,64,52,79,77,78
756,Lucas Castro,78,67,78,80,65,68,78
757,James Ward-Prowse,66,66,84,75,61,67,78
758,Takashi Inui,83,69,73,86,37,58,78
759,Marcel Sabitzer,83,78,71,78,32,76,78
760,Benjamin Mendy,82,48,70,75,74,79,78
761,Raúl Jiménez,76,76,69,74,39,80,78
762,Emiliano Sala,62,77,64,73,47,83,78
763,Baptiste Reynet,77,76,74,81,43,77,78
764,M'Baye Niang,89,75,69,82,26,67,78
765,Konstantinos Fortounis,75,74,76,79,38,65,78
766,Alejandro Pozuelo Melero,59,67,76,79,50,57,78
767,João Natailton Ramos dos Santos,90,74,75,79,56,51,78
768,Pavel Kadeřábek,81,58,72,74,73,78,78
769,Tonny Vilhena,73,68,76,78,68,80,78
770,Mohamed Elyounoussi,85,71,76,80,39,65,78
771,Leonardo Bittencourt,84,65,75,82,53,62,78
772,Jannik Vestergaard,46,49,59,49,79,81,78
773,Sergi Darder Moll,55,63,76,78,64,66,78
774,Diego Demme,60,38,74,75,70,76,78
775,Valentin Eysseric,72,77,79,78,38,65,78
776,Gastón Ramírez,71,75,76,80,39,62,78
777,David López Silva,60,66,66,66,78,81,78
778,Geoffrey Kondogbia,71,68,71,77,75,81,78
779,Ciprian Tătăruşanu,76,75,74,79,48,79,78
780,Milan Badelj,59,63,77,73,75,74,78
781,Aïssa Mandi,68,46,73,69,78,72,78
782,Ismaily Gonçalves dos S.,82,66,71,74,74,76,78
783,Agustín Marchesín,73,75,74,81,51,80,78
784,Łukasz Teodorczyk,70,77,63,68,26,80,78
785,José Carlos Coentrão Marafona,80,73,66,81,37,77,78
786,Benjamin Lecomte,78,74,79,80,42,76,78
787,Nacer Chadli,76,77,75,78,45,76,78
788,Mark Uth,75,80,69,76,33,67,78
789,Sebastian Rode,68,62,70,73,77,80,78
790,Marco van Ginkel,71,76,75,75,65,77,78
791,André Filipe Brás André,71,72,75,78,69,68,78
792,Danilo Luiz da Silva,78,70,71,74,76,79,78
793,Vincent Aboubakar,80,75,69,78,27,80,78
794,Charles Aránguiz,75,71,80,77,61,70,78
795,Luis Alberto Romero Alconchel,68,73,78,78,27,55,78
796,Raúl Rodríguez Navas,53,45,59,46,79,70,78
797,Kara Mbodj,69,56,52,63,76,88,78
798,Rodrigo Moreno Machado,91,75,70,79,33,68,78
799,Rogelio Funes Mori,77,76,68,75,50,79,78
800,Nicolás Lodeiro,71,70,78,79,43,69,78
801,Daniel Caligiuri,78,72,74,80,53,69,78
802,Simone Verdi,88,66,76,85,35,55,78
803,Enzo Pérez,70,70,75,74,75,80,78
804,Teófilo Gutiérrez,65,78,74,79,26,74,78
805,Charlie Austin,65,79,56,68,40,76,78
806,Borja González Tomás,62,78,59,71,29,75,78
807,Andros Townsend,85,75,73,80,33,63,78
808,Wahbi Khazri,76,79,76,79,43,68,78
809,Germán Pezzella,47,51,46,53,78,75,78
810,Guido Burgstaller,73,78,65,73,29,83,78
811,Thomas Delaney,73,72,75,74,74,81,78
812,Cenk Tosun,73,78,66,75,30,77,78
813,Koen Casteels,80,69,74,82,45,75,78
814,Emanuele Giaccherini,78,70,76,82,62,62,78
815,Romain Hamouma,78,78,77,79,43,65,78
816,Holger Badstuber,46,51,73,52,79,69,78
817,Marvin Plattenhardt,77,55,77,75,74,71,78
818,Andreu Fontàs Prat,31,48,67,61,79,67,78
819,Gökhan Töre,84,69,75,83,36,73,78
820,Celso Borges,61,77,73,72,76,74,78
821,Eliaquim Mangala,70,42,55,51,78,85,78
822,Xabier Etxeita Gorritxat.,52,35,48,56,78,81,78
823,Ben Mee,66,37,58,65,77,82,78
824,Rafael Pereira da Silva,81,59,72,78,75,78,78
825,Julian Baumgartlinger,71,49,68,68,76,83,78
826,Victor Sánchez Mata,64,63,79,72,79,68,78
827,Josef de Souza Dias,70,68,71,72,77,82,78
828,Markel Susaeta Laskurain,75,71,82,78,28,64,78
829,Etrit Berisha,79,76,67,81,28,78,78
830,Yannick Bolasie,87,68,68,84,31,78,78
831,Alfred N'Diaye,72,54,64,67,76,86,78
832,Hugo Miguel Almeida Costa Lopes,77,50,72,73,74,79,78
833,Nicolas Nkoulou,70,44,65,68,77,74,78
834,Senad Lulić,77,72,77,78,73,78,78
835,Lautaro Acosta,93,72,70,81,33,56,78
836,Juan Francisco Moreno Fuertes,79,67,70,74,74,76,78
837,Rubén Rochina Naixes,73,75,76,78,42,72,78
838,Pavel Mamaev,78,74,73,79,67,66,78
839,Omar El Kaddouri,74,71,77,78,54,72,78
840,Artem Dzyuba,65,75,66,69,29,84,78
841,Denis Glushakov,69,76,73,75,76,74,78
842,Yann M'Vila,75,60,74,73,74,78,78
843,Kwadwo Asamoah,77,68,77,82,75,74,78
844,Jefferson Montero,90,68,73,82,31,65,78
845,Keisuke Honda,76,71,81,82,48,66,78
846,Kieran Trippier,77,56,77,75,76,75,78
847,Elías Hernández,75,73,76,80,50,58,78
848,Kieran Gibbs,79,55,70,74,77,72,78
849,Fernando Reges,64,61,68,68,79,82,78
850,Nicolai Müller,87,72,70,81,45,66,78
851,Sebastian Langkamp,60,29,48,43,80,75,78
852,Moussa Sissoko,77,74,75,76,72,85,78
853,Fin Bartels,86,73,73,82,40,61,78
854,Raúl Bobadilla,73,77,70,78,37,86,78
855,Troy Deeney,65,81,65,69,35,85,78
856,Balázs Dzsudzsák,77,77,78,78,28,63,78
857,Maximiliano Pereira,73,62,71,76,76,75,78
858,Andy Carroll,62,78,61,68,49,85,78
859,Jose Holebas,80,67,70,74,76,82,78
860,Marek Suchý,63,52,58,64,78,79,78
861,Luiz Adriano Souza da Silva,78,78,64,77,30,66,78
862,Guilherme Alvim Marinato,82,73,70,78,39,77,78
863,Sung Yueng Ki,65,74,81,75,63,70,78
864,Pedro Mosquera Parada,56,59,75,70,70,75,78
865,Miguel Layún,78,72,75,75,74,71,78
866,Thomas Mangani,63,71,76,73,73,74,78
867,Esteban Granero Molina,57,72,82,77,65,63,78
868,Paul Baysse,65,46,66,64,78,80,78
869,Miguel Luís Pinto Veloso,61,70,82,75,71,72,78
870,Cristian Zapata,66,32,46,56,81,79,78
871,Marcelo Díaz,61,66,78,76,74,74,78
872,Nahuel Guzmán,77,76,65,80,52,78,78
873,Adrián Ramos,80,74,65,74,37,72,78
874,Vadis Odjidja-Ofoe,65,72,78,73,68,79,78
875,Matías Fernández,75,70,78,82,56,59,78
876,Eljero Elia,90,71,69,85,31,67,78
877,Steven Defour,69,71,78,77,74,74,78
878,Giovani dos Santos,86,76,73,82,29,53,78
879,Jack Cork,59,62,75,74,76,79,78
880,Sergey Ryzhikov,76,77,68,82,37,76,78
881,Yoann Gourcuff,65,70,79,81,53,72,78
882,Burak Yılmaz,82,81,65,67,31,76,78
883,Fran. Javier García Fernández,65,63,67,68,77,81,78
884,Kenneth Vermeer,80,70,70,82,59,78,78
885,Michael Bradley,68,68,78,76,71,81,78
886,Adriano Correia Claro,75,71,77,81,75,72,78
887,Clint Dempsey,65,78,71,77,37,71,78
888,Henry Briceldo,82,76,58,70,33,75,77
889,Benjamin Moukandjo,91,76,68,78,29,64,77
890,Alfreð Finnbogason,68,80,62,74,32,72,77
891,Juan Miguel Jimenez López,79,76,67,80,30,55,77
892,Lovre Kalinić,81,73,58,80,35,74,77
893,Neven Subotić,59,45,50,44,80,76,77
894,Nicolás Blandi,66,78,59,70,38,64,77
895,Pablo De Blasis,80,72,71,83,39,62,77
896,Matt Phillips,87,71,69,78,35,71,77
897,Martin Braithwaite,84,75,73,77,34,78,77
898,Alban Lafont,78,77,71,79,46,76,77
899,Diego Reyes,65,45,62,70,78,68,77
900,Iván Ramis Barrios,38,61,63,58,77,83,77
901,Valon Behrami,63,64,72,71,74,79,77
902,Cristian Portugues Manzanera,83,74,72,78,61,73,77
903,Guillaume Hoarau,53,77,69,68,48,76,77
904,Tranquillo Barnetta,72,69,77,79,56,64,77
905,Eric Maxim Choupo-Moting,77,73,68,83,36,72,77
906,Jesé Rodríguez Ruíz,83,71,73,81,24,56,77
907,Javier Pinola,70,50,66,68,75,77,77
908,Luís Hernández Rodríguez,72,50,66,66,78,76,77
909,Jonathan Castro Otto,77,42,64,69,77,76,77
910,Bořek Dočkal,67,73,80,76,47,60,77
911,Raphael William Anjos Rochedo,77,75,74,76,42,76,77
912,Mehdi Carcela-González,83,71,71,84,33,55,77
913,Leonardo Pavoletti,67,76,49,68,27,76,77
914,Franck Yannick Kessié,75,68,71,76,73,84,77
915,Daniele Bonera,34,38,52,46,80,68,77
916,Marcelo dos Santos Ferreira,70,28,49,52,78,73,77
917,Dalbert Chagas Estevão,91,62,71,78,72,72,77
918,Gareth McAuley,33,43,50,42,79,76,77
919,Alen Halilović,76,64,77,80,28,44,77
920,Nadiem Amiri,73,67,76,82,51,60,77
921,Ivelin Popov,79,73,74,75,48,70,77
922,Nicolás Burdisso,61,29,46,47,79,73,77
923,Wes Hoolahan,62,69,77,81,40,51,77
924,Sidney Adrián Pessoa Vidigal,72,62,74,69,75,81,77
925,Alper Potuk,86,68,73,81,49,68,77
926,Florentin Pogba,66,45,61,56,76,85,77
927,Mariano Andújar,77,76,64,78,45,79,77
928,Denys Boyko,77,69,68,83,48,74,77
929,André Carrillo,84,73,71,79,32,67,77
930,Marco Andreolli,56,28,40,53,80,71,77
931,Bruno González Cabrera,37,33,48,45,78,81,77
932,Óscar Duarte,65,31,52,53,78,72,77
933,Rúben Diogo da Silva Neves,66,68,78,73,72,71,77
934,Jozabed Sánchez Ruiz,66,72,72,74,66,65,77
935,Pablo Pérez,71,63,75,74,70,80,77
936,Gérson Adriano Gutierres Serra,82,67,71,71,75,86,77
937,Fernando Pacheco Flores,77,73,63,76,46,80,77
938,Mauricio Gamonales,80,71,71,76,72,74,77
939,Ronaldo Diego Esler Domingues,87,58,68,76,71,54,77
940,Vitor Hugo Franchescoli Souza,68,31,36,45,79,76,77
941,Tolgay Arslan,74,71,77,80,62,70,77
942,Oscar Wendt,78,63,76,74,74,70,77
943,Diego Carlos Santos Silva,70,44,54,63,76,78,77
944,Jordan Veretout,66,74,77,75,65,71,77
945,Dorlan Pabón,88,79,71,78,41,81,77
946,Juan Guilherme Nunes Jesus,79,33,53,60,77,83,77
947,Erik Durm,83,53,65,68,73,72,77
948,Giannelli Imbula,72,61,73,80,62,72,77
949,Marcel Risse,80,77,74,76,67,67,77
950,Luís Carlos Novo Neto,58,37,59,53,80,69,77
951,Bryan Ruíz,65,71,77,82,44,56,77
952,Jordi Amat Maas,68,48,53,57,76,76,77
953,Stefanos Kapino,79,68,66,82,42,77,77
954,Ján Ďurica,33,45,60,58,79,77,77
955,Benjamin Stambouli,65,56,66,70,76,77,77
956,Franco Armani,76,73,67,79,32,78,77
957,Charles Kaboré,71,61,70,69,75,80,77
958,Antonio Rukavina,74,48,69,68,76,72,77
959,Presnel Kimpembe,69,35,51,64,78,75,77
960,Sergio León Limones,76,78,56,76,34,69,77
961,Mohamed Elneny,60,61,73,70,72,78,77
962,Daniel Torres,58,61,70,71,72,80,77
963,Shinji Okazaki,74,74,69,78,47,75,77
964,Christophe Jallet,71,64,76,73,76,73,77
965,Yannis Salibur,87,74,71,77,40,64,77
966,Nathan Redmond,87,69,70,82,24,52,77
967,Alexandre Song,66,56,68,73,74,77,77
968,Leandro Castán da Silva,63,33,47,57,78,71,77
969,Klaas-Jan Huntelaar,55,77,64,68,31,72,77
970,Steven Berghuis,78,77,73,79,37,61,77
971,Víctor Vázquez Solsona,52,69,79,77,43,60,77
972,Mário Rui Silva Duarte,86,49,70,74,72,69,77
973,André Almeida Pinto,50,45,54,49,79,80,77
974,Loïc Rémy,76,76,65,73,33,69,77
975,Papa Alioune Ndiaye,85,74,72,78,62,77,77
976,Onur Kıvrak,77,74,67,82,60,74,77
977,Andrea Bertolacci,74,69,76,79,66,72,77
978,Alexandr Belenov,75,69,71,82,50,78,77
979,Andrija Živković,85,69,73,80,32,49,77
980,Mario Lemina,78,66,77,79,67,75,77
981,Gorka Iraizoz Moreno,69,79,80,70,33,85,77
982,Damien Da Silva,57,31,53,54,78,73,77
983,Diego Benaglio,76,80,61,73,43,79,77
984,Tomás Rincón,74,58,73,77,76,80,77
985,Yūya Ōsako,76,72,67,80,37,66,77
986,Lamine Sané,60,44,60,60,77,77,77
987,Carlos Gilberto do Nascimento Silva,61,40,62,54,77,80,77
988,Joshua King,90,77,60,76,29,70,77
989,Bartolomeu Quissanga,72,37,50,60,78,74,77
990,Juan Fernando Quintero,74,70,77,84,28,43,77
991,Alexander Meier,37,81,70,69,42,69,77
992,Timothée Kolodziejczak,71,35,63,64,76,80,77
993,Andrea Pirlo,33,64,87,73,42,50,77
994,Georges-Kévin Nkoudou,91,72,71,79,35,62,77
995,Martín Montoya Torralbo,83,61,69,72,75,71,77
996,Lucas Dalsaro,72,62,74,69,75,81,77
997,Kim Källström,36,70,82,72,63,73,77
998,Tomáš Vaclík,79,75,74,80,35,77,77
999,Matteo Politano,82,69,71,82,17,50,77
1000,Mauro Zárate,77,79,68,85,33,65,77
1001,Gökhan İnler,51,69,74,72,74,72,77
1002,Marc Albrighton,79,69,74,77,47,70,77
1003,Andre Gray,89,76,62,72,29,78,77
1004,Fernando Marçal de Oliveira,80,60,70,75,72,72,77
1005,Mathew Ryan,76,74,90,78,52,74,77
1006,Alessandro Gamberini,65,40,41,56,82,70,77
1007,Yoel Rodríguez Oterino,76,78,77,78,39,75,77
1008,Silvan Widmer,81,63,73,76,71,78,77
1009,Javier Aquino,91,66,72,80,34,54,77
1010,Santiago Gentiletti,69,36,57,62,78,73,77
1011,Carlos Sánchez,67,58,70,70,74,84,77
1012,Gregoire Defrel,89,77,68,82,25,54,77
1013,Tim Krul,77,77,69,77,42,75,77
1014,Román Martínez,65,70,76,73,59,72,77
1015,Johannes Geis,48,66,81,69,73,77,77
1016,Paul Verhaegh,69,51,70,72,76,72,77
1017,Brad Jones,75,77,72,75,54,80,77
1018,Håvard Nordtveit,53,53,71,66,77,79,77
1019,Renato Steffen,89,71,74,78,31,68,77
1020,Bruno Miguel Semedo Varela,77,72,65,80,39,77,77
1021,Makoto Hasebe,63,51,75,70,76,72,77
1022,Yoshinori Mutō,78,74,69,79,39,61,77
1023,Jhon Córdoba,81,73,61,73,41,84,77
